Environment,ChangeType,Name,PreviousValue,CurrentValue,PreviousExpiry,CurrentExpiry,Details
Selfhost,Added enabled,EnableCpuUsageTelemetry,,true,,2027-10-21T00:00:00.000Z,New flight exists and is enabled.
