Environment,ChangeType,Name,PreviousValue,CurrentValue,PreviousExpiry,CurrentExpiry,Details
Selfhost,Added enabled,4CF8C6F4-C96E-4454-A6D0-196EAAC3E496,,true,,2026-06-19T00:00:00.0402432Z,New flight exists and is enabled.
